A;MktCoupons;OriginAirportID;DestAirportID;DestAirportID;ID_C;MktFare
8366;1;Kolkata;Banglore;Banglore;2;9416
8367;1;Delhi;Cochin;Cochin;2;7107
8368;1;Delhi;Cochin;Cochin;5;13292
8369;1;Chennai;Kolkata;Kolkata;4;7295
8370;1;Banglore;Delhi;Delhi;4;4423
8371;1;Banglore;New Delhi;New Delhi;4;5694
8372;1;Banglore;New Delhi;New Delhi;5;8147
8373;1;Delhi;Cochin;Cochin;7;13377
8374;1;Banglore;New Delhi;New Delhi;5;13502
8375;1;Delhi;Cochin;Cochin;5;13764
8376;1;Kolkata;Banglore;Banglore;5;12692
8377;1;Kolkata;Banglore;Banglore;4;4804
8378;1;Kolkata;Banglore;Banglore;5;7064
8379;1;Delhi;Cochin;Cochin;5;14924
8380;1;Kolkata;Banglore;Banglore;4;6565
8381;1;Delhi;Cochin;Cochin;2;9863
8382;1;Delhi;Cochin;Cochin;4;7725
8383;1;Delhi;Cochin;Cochin;2;11281
8384;1;Mumbai;Hyderabad;Hyderabad;5;3210
8385;1;Kolkata;Banglore;Banglore;2;6117
8386;1;Delhi;Cochin;Cochin;5;10262
8387;1;Banglore;Delhi;Delhi;4;3943
8388;1;Kolkata;Banglore;Banglore;5;12576
8389;1;Delhi;Cochin;Cochin;1;7452
8390;1;Kolkata;Banglore;Banglore;5;14781
8391;1;Kolkata;Banglore;Banglore;2;8996
8392;1;Delhi;Cochin;Cochin;2;11563
8393;1;Banglore;New Delhi;New Delhi;4;4777
8394;1;Kolkata;Banglore;Banglore;4;4174
8395;1;Kolkata;Banglore;Banglore;9;3841
8396;1;Delhi;Cochin;Cochin;5;13775
8397;1;Delhi;Cochin;Cochin;2;5117
8398;1;Mumbai;Hyderabad;Hyderabad;5;5678
8399;1;Delhi;Cochin;Cochin;5;5177
8400;1;Delhi;Cochin;Cochin;9;5975
8401;1;Banglore;New Delhi;New Delhi;4;6860
8402;1;Kolkata;Banglore;Banglore;4;4804
8403;1;Delhi;Cochin;Cochin;7;13377
8404;1;Delhi;Cochin;Cochin;2;8372
8405;1;Delhi;Cochin;Cochin;7;7933
8406;1;Mumbai;Hyderabad;Hyderabad;4;4049
8407;1;Banglore;New Delhi;New Delhi;2;11423
8408;1;Kolkata;Banglore;Banglore;5;10844
8409;1;Delhi;Cochin;Cochin;5;12819
8410;1;Banglore;Delhi;Delhi;9;5621
8411;1;Banglore;Delhi;Delhi;2;5228
8412;1;Delhi;Cochin;Cochin;5;9254
8413;1;Mumbai;Hyderabad;Hyderabad;4;4392
8414;1;Mumbai;Hyderabad;Hyderabad;5;8040
8415;1;Banglore;Delhi;Delhi;1;4483
8416;1;Delhi;Cochin;Cochin;2;12760
8417;1;Banglore;Delhi;Delhi;5;7229
8418;1;Banglore;Delhi;Delhi;11;5403
8419;1;Delhi;Cochin;Cochin;2;7934
8420;1;Kolkata;Banglore;Banglore;3;6945
8421;1;Banglore;Delhi;Delhi;9;4423
8422;1;Mumbai;Hyderabad;Hyderabad;5;8040
8423;1;Delhi;Cochin;Cochin;5;11399
8424;1;Delhi;Cochin;Cochin;5;7202
8425;1;Delhi;Cochin;Cochin;7;13727
8426;1;Delhi;Cochin;Cochin;9;4957
8427;1;Delhi;Cochin;Cochin;5;10262
8428;1;Mumbai;Hyderabad;Hyderabad;9;2017
8429;1;Delhi;Cochin;Cochin;5;12242
8430;1;Mumbai;Hyderabad;Hyderabad;5;10875
8431;1;Kolkata;Banglore;Banglore;5;10844
8432;1;Kolkata;Banglore;Banglore;1;4409
8433;1;Banglore;New Delhi;New Delhi;2;6987
8434;1;Delhi;Cochin;Cochin;5;12074
8435;1;Delhi;Cochin;Cochin;7;7354
8436;1;Delhi;Cochin;Cochin;2;13381
8437;1;Delhi;Cochin;Cochin;2;5201
8438;1;Kolkata;Banglore;Banglore;5;9663
8439;1;Delhi;Cochin;Cochin;2;6094
8440;1;Delhi;Cochin;Cochin;5;7202
8441;1;Chennai;Kolkata;Kolkata;11;11982
8442;1;Banglore;New Delhi;New Delhi;5;7832
8443;1;Chennai;Kolkata;Kolkata;2;7817
8444;1;Delhi;Cochin;Cochin;5;12373
8445;1;Kolkata;Banglore;Banglore;5;10844
8446;1;Delhi;Cochin;Cochin;5;13376
8447;1;Delhi;Cochin;Cochin;7;9646
8448;1;Kolkata;Banglore;Banglore;9;3841
8449;1;Delhi;Cochin;Cochin;9;4957
8450;1;Kolkata;Banglore;Banglore;4;4148
8451;1;Banglore;New Delhi;New Delhi;5;26890
8452;1;Delhi;Cochin;Cochin;5;8834
8453;1;Delhi;Cochin;Cochin;4;5241
8454;1;Delhi;Cochin;Cochin;5;7989
8455;1;Delhi;Cochin;Cochin;4;5883
8456;1;Kolkata;Banglore;Banglore;1;6857
8457;1;Banglore;New Delhi;New Delhi;9;5822
8458;1;Delhi;Cochin;Cochin;5;10262
8459;1;Mumbai;Hyderabad;Hyderabad;5;4995
8460;1;Banglore;Delhi;Delhi;9;4991
8461;1;Banglore;New Delhi;New Delhi;5;16736
8462;1;Delhi;Cochin;Cochin;5;18804
8463;1;Delhi;Cochin;Cochin;4;6442
8464;1;Kolkata;Banglore;Banglore;2;5170
8465;1;Banglore;New Delhi;New Delhi;9;4377
8466;1;Delhi;Cochin;Cochin;5;9564
8467;1;Banglore;Delhi;Delhi;9;3573
8468;1;Delhi;Cochin;Cochin;5;17024
8469;1;Banglore;Delhi;Delhi;1;3383
8470;1;Banglore;New Delhi;New Delhi;5;27992
8471;1;Banglore;Delhi;Delhi;5;7229
8472;1;Banglore;New Delhi;New Delhi;5;9134
8473;1;Mumbai;Hyderabad;Hyderabad;2;3100
8474;1;Delhi;Cochin;Cochin;7;13727
8475;1;Kolkata;Banglore;Banglore;11;8452
8476;1;Delhi;Cochin;Cochin;5;14714
8477;1;Banglore;New Delhi;New Delhi;5;7280
8478;1;Mumbai;Hyderabad;Hyderabad;2;18797
8479;1;Mumbai;Hyderabad;Hyderabad;4;2754
8480;1;Kolkata;Banglore;Banglore;1;4409
8481;1;Delhi;Cochin;Cochin;4;5021
8482;1;Mumbai;Hyderabad;Hyderabad;5;8040
8483;1;Delhi;Cochin;Cochin;2;10454
8484;1;Delhi;Cochin;Cochin;7;10197
8485;1;Banglore;Delhi;Delhi;2;5228
8486;1;Delhi;Cochin;Cochin;5;14714
8487;1;Banglore;New Delhi;New Delhi;2;7276
8488;1;Delhi;Cochin;Cochin;4;7731
8489;1;Kolkata;Banglore;Banglore;1;6857
8490;1;Banglore;Delhi;Delhi;2;6961
8491;1;Delhi;Cochin;Cochin;5;7791
8492;1;Banglore;New Delhi;New Delhi;4;4777
8493;1;Delhi;Cochin;Cochin;5;16289
8494;1;Kolkata;Banglore;Banglore;5;12681
8495;1;Banglore;Delhi;Delhi;4;4823
8496;1;Delhi;Cochin;Cochin;5;13014
8497;1;Delhi;Cochin;Cochin;5;5406
8498;1;Delhi;Cochin;Cochin;7;9315
8499;1;Delhi;Cochin;Cochin;2;7480
8500;1;Banglore;New Delhi;New Delhi;5;14815
8501;1;Kolkata;Banglore;Banglore;2;12173
8502;1;Banglore;New Delhi;New Delhi;2;7664
8503;1;Delhi;Cochin;Cochin;2;12777
8504;1;Delhi;Cochin;Cochin;7;8837
8505;1;Kolkata;Banglore;Banglore;5;10844
8506;1;Kolkata;Banglore;Banglore;5;14571
8507;1;Delhi;Cochin;Cochin;4;6093
8508;1;Delhi;Cochin;Cochin;4;7514
8509;1;Delhi;Cochin;Cochin;4;6015
8510;1;Delhi;Cochin;Cochin;5;12898
8511;1;Delhi;Cochin;Cochin;2;8792
8512;1;Banglore;Delhi;Delhi;4;4823
8513;1;Banglore;Delhi;Delhi;9;3919
8514;1;Chennai;Kolkata;Kolkata;4;3597
8515;1;Mumbai;Hyderabad;Hyderabad;9;2017
8516;1;Banglore;Delhi;Delhi;1;3383
8517;1;Mumbai;Hyderabad;Hyderabad;9;1965
8518;1;Delhi;Cochin;Cochin;5;10262
8519;1;Delhi;Cochin;Cochin;5;17234
8520;1;Kolkata;Banglore;Banglore;5;14178
8521;1;Delhi;Cochin;Cochin;4;5636
8522;1;Banglore;Delhi;Delhi;4;4823
8523;1;Delhi;Cochin;Cochin;2;7480
8524;1;Kolkata;Banglore;Banglore;5;14571
8525;1;Mumbai;Hyderabad;Hyderabad;4;13999
8526;1;Kolkata;Banglore;Banglore;5;14151
8527;1;Banglore;Delhi;Delhi;2;6121
8528;1;Chennai;Kolkata;Kolkata;9;3543
8529;1;Delhi;Cochin;Cochin;2;10651
8530;1;Delhi;Cochin;Cochin;5;15129
8531;1;Delhi;Cochin;Cochin;4;6582
8532;1;Delhi;Cochin;Cochin;5;15544
8533;1;Delhi;Cochin;Cochin;4;8574
8534;1;Mumbai;Hyderabad;Hyderabad;4;4784
8535;1;Delhi;Cochin;Cochin;4;6818
8536;1;Banglore;New Delhi;New Delhi;5;25735
8537;1;Delhi;Cochin;Cochin;5;9483
8538;1;Delhi;Cochin;Cochin;5;10368
8539;1;Delhi;Cochin;Cochin;7;8073
8540;1;Kolkata;Banglore;Banglore;4;4778
8541;1;Kolkata;Banglore;Banglore;5;13941
8542;1;Kolkata;Banglore;Banglore;5;10844
8543;1;Kolkata;Banglore;Banglore;5;10844
8544;1;Kolkata;Banglore;Banglore;9;3841
8545;1;Kolkata;Banglore;Banglore;5;10844
8546;1;Delhi;Cochin;Cochin;5;8728
8547;1;Kolkata;Banglore;Banglore;5;11467
8548;1;Delhi;Cochin;Cochin;7;15078
8549;1;Delhi;Cochin;Cochin;7;7198
8550;1;Delhi;Cochin;Cochin;2;8372
8551;1;Delhi;Cochin;Cochin;7;7308
8552;1;Delhi;Cochin;Cochin;9;4414
8553;1;Kolkata;Banglore;Banglore;4;5224
8554;1;Banglore;New Delhi;New Delhi;5;7832
8555;1;Banglore;New Delhi;New Delhi;4;6860
8556;1;Delhi;Cochin;Cochin;7;15136
8557;1;Delhi;Cochin;Cochin;5;5963
8558;1;Delhi;Cochin;Cochin;2;8665
8559;1;Delhi;Cochin;Cochin;5;15129
8560;1;Kolkata;Banglore;Banglore;9;3841
8561;1;Delhi;Cochin;Cochin;7;13377
8562;1;Delhi;Cochin;Cochin;5;16914
8563;1;Delhi;Cochin;Cochin;5;10262
8564;1;Kolkata;Banglore;Banglore;4;5386
8565;1;Kolkata;Banglore;Banglore;5;14388
8566;1;Delhi;Cochin;Cochin;5;15129
8567;1;Delhi;Cochin;Cochin;4;6442
8568;1;Delhi;Cochin;Cochin;5;10368
8569;1;Delhi;Cochin;Cochin;5;12767
8570;1;Delhi;Cochin;Cochin;5;10262
8571;1;Delhi;Cochin;Cochin;7;7408
8572;1;Delhi;Cochin;Cochin;7;13587
8573;1;Kolkata;Banglore;Banglore;2;8891
8574;1;Delhi;Cochin;Cochin;4;5883
8575;1;Delhi;Cochin;Cochin;5;10262
8576;1;Kolkata;Banglore;Banglore;5;10844
8577;1;Kolkata;Banglore;Banglore;5;14781
8578;1;Chennai;Kolkata;Kolkata;4;6297
8579;1;Kolkata;Banglore;Banglore;1;4409
8580;1;Delhi;Cochin;Cochin;2;12383
8581;1;Mumbai;Hyderabad;Hyderabad;9;2017
8582;1;Mumbai;Hyderabad;Hyderabad;2;12308
8583;1;Chennai;Kolkata;Kolkata;9;3384
8584;1;Banglore;New Delhi;New Delhi;5;9134
8585;1;Delhi;Cochin;Cochin;4;7464
8586;1;Delhi;Cochin;Cochin;7;6093
8587;1;Delhi;Cochin;Cochin;7;15237
8588;1;Mumbai;Hyderabad;Hyderabad;5;4995
8589;1;Delhi;Cochin;Cochin;2;6934
8590;1;Kolkata;Banglore;Banglore;5;13784
8591;1;Kolkata;Banglore;Banglore;1;4409
8592;1;Delhi;Cochin;Cochin;7;15898
8593;1;Delhi;Cochin;Cochin;2;11989
8594;1;Mumbai;Hyderabad;Hyderabad;9;2017
8595;1;Delhi;Cochin;Cochin;7;11098
8596;1;Delhi;Cochin;Cochin;4;6794
8597;1;Kolkata;Banglore;Banglore;5;10844
8598;1;Delhi;Cochin;Cochin;7;34608
8599;1;Delhi;Cochin;Cochin;2;6094
8600;1;Kolkata;Banglore;Banglore;4;4565
8601;1;Delhi;Cochin;Cochin;2;10493
8602;1;Delhi;Cochin;Cochin;2;9653
8603;1;Banglore;New Delhi;New Delhi;2;12305
8604;1;Banglore;Delhi;Delhi;2;6961
8605;1;Delhi;Cochin;Cochin;7;9794
8606;1;Delhi;Cochin;Cochin;7;13377
8607;1;Delhi;Cochin;Cochin;5;12898
8608;1;Delhi;Cochin;Cochin;7;7155
8609;1;Delhi;Cochin;Cochin;7;13377
8610;1;Banglore;Delhi;Delhi;11;4668
8611;1;Banglore;New Delhi;New Delhi;4;8110
8612;1;Banglore;Delhi;Delhi;5;4544
8613;1;Delhi;Cochin;Cochin;2;9653
8614;1;Kolkata;Banglore;Banglore;5;14781
8615;1;Banglore;Delhi;Delhi;12;5969
8616;1;Mumbai;Hyderabad;Hyderabad;9;2017
8617;1;Kolkata;Banglore;Banglore;5;14151
8618;1;Kolkata;Banglore;Banglore;5;13731
8619;1;Delhi;Cochin;Cochin;5;15400
8620;1;Kolkata;Banglore;Banglore;5;8066
8621;1;Delhi;Cochin;Cochin;5;21314
8622;1;Banglore;New Delhi;New Delhi;2;14069
8623;1;Mumbai;Hyderabad;Hyderabad;5;2470
8624;1;Kolkata;Banglore;Banglore;4;4804
8625;1;Banglore;New Delhi;New Delhi;2;9029
8626;1;Kolkata;Banglore;Banglore;4;4804
8627;1;Delhi;Cochin;Cochin;5;15129
8628;1;Mumbai;Hyderabad;Hyderabad;4;2754
8629;1;Kolkata;Banglore;Banglore;5;13364
8630;1;Kolkata;Banglore;Banglore;4;6933
8631;1;Delhi;Cochin;Cochin;5;15129
8632;1;Delhi;Cochin;Cochin;7;11200
8633;1;Mumbai;Hyderabad;Hyderabad;5;3210
8634;1;Mumbai;Hyderabad;Hyderabad;5;8040
8635;1;Delhi;Cochin;Cochin;5;10919
8636;1;Delhi;Cochin;Cochin;4;6442
8637;1;Delhi;Cochin;Cochin;4;4729
8638;1;Delhi;Cochin;Cochin;4;6442
8639;1;Kolkata;Banglore;Banglore;9;3841
8640;1;Delhi;Cochin;Cochin;2;10441
8641;1;Delhi;Cochin;Cochin;7;13587
8642;1;Kolkata;Banglore;Banglore;5;11467
8643;1;Chennai;Kolkata;Kolkata;4;7295
8644;1;Chennai;Kolkata;Kolkata;9;3597
8645;1;Delhi;Cochin;Cochin;7;7787
8646;1;Delhi;Cochin;Cochin;4;14871
8647;1;Chennai;Kolkata;Kolkata;4;3540
8648;1;Delhi;Cochin;Cochin;4;6442
8649;1;Banglore;Delhi;Delhi;1;3383
8650;1;Kolkata;Banglore;Banglore;1;4409
8651;1;Chennai;Kolkata;Kolkata;4;3850
8652;1;Delhi;Cochin;Cochin;7;8018
8653;1;Kolkata;Banglore;Banglore;5;11467
8654;1;Banglore;Delhi;Delhi;11;4668
8655;1;Delhi;Cochin;Cochin;5;13922
8656;1;Mumbai;Hyderabad;Hyderabad;2;3625
8657;1;Kolkata;Banglore;Banglore;1;5989
8658;1;Banglore;Delhi;Delhi;4;4423
8659;1;Delhi;Cochin;Cochin;5;9564
8660;1;Kolkata;Banglore;Banglore;5;8529
8661;1;Kolkata;Banglore;Banglore;2;4145
8662;1;Kolkata;Banglore;Banglore;4;4804
8663;1;Delhi;Cochin;Cochin;4;6938
8664;1;Banglore;New Delhi;New Delhi;5;14815
8665;1;Delhi;Cochin;Cochin;7;15077
8666;1;Delhi;Cochin;Cochin;5;13014
8667;1;Kolkata;Banglore;Banglore;2;11201
8668;1;Kolkata;Banglore;Banglore;5;12692
8669;1;Delhi;Cochin;Cochin;7;9646
8670;1;Delhi;Cochin;Cochin;5;16079
8671;1;Kolkata;Banglore;Banglore;2;6117
8672;1;Delhi;Cochin;Cochin;7;6795
8673;1;Mumbai;Hyderabad;Hyderabad;2;3100
8674;1;Delhi;Cochin;Cochin;5;15851
8675;1;Chennai;Kolkata;Kolkata;11;3687
8676;1;Banglore;Delhi;Delhi;4;4990
8677;1;Delhi;Cochin;Cochin;5;15554
8678;1;Delhi;Cochin;Cochin;7;9526
8679;1;Delhi;Cochin;Cochin;4;6015
8680;1;Kolkata;Banglore;Banglore;2;10676
8681;1;Delhi;Cochin;Cochin;5;12898
8682;1;Delhi;Cochin;Cochin;5;15129
8683;1;Delhi;Cochin;Cochin;7;13378
8684;1;Kolkata;Banglore;Banglore;9;4174
8685;1;Delhi;Cochin;Cochin;7;9103
8686;1;Chennai;Kolkata;Kolkata;4;3850
8687;1;Delhi;Cochin;Cochin;11;6216
8688;1;Kolkata;Banglore;Banglore;11;8610
8689;1;Kolkata;Banglore;Banglore;5;10539
8690;1;Delhi;Cochin;Cochin;4;6674
8691;1;Delhi;Cochin;Cochin;7;7618
8692;1;Banglore;Delhi;Delhi;4;3943
8693;1;Banglore;New Delhi;New Delhi;11;11913
8694;1;Banglore;New Delhi;New Delhi;4;6860
8695;1;Delhi;Cochin;Cochin;5;13292
8696;1;Delhi;Cochin;Cochin;7;17057
8697;1;Delhi;Cochin;Cochin;5;13014
8698;1;Delhi;Cochin;Cochin;2;11552
8699;1;Chennai;Kolkata;Kolkata;4;6297
8700;1;Chennai;Kolkata;Kolkata;4;4332
8701;1;Delhi;Cochin;Cochin;2;5674
8702;1;Delhi;Cochin;Cochin;7;10711
8703;1;Kolkata;Banglore;Banglore;5;11467
8704;1;Kolkata;Banglore;Banglore;2;12434
8705;1;Delhi;Cochin;Cochin;2;5201
8706;1;Banglore;Delhi;Delhi;11;4878
8707;1;Delhi;Cochin;Cochin;5;13014
8708;1;Chennai;Kolkata;Kolkata;9;3597
8709;1;Banglore;New Delhi;New Delhi;2;12599
8710;1;Kolkata;Banglore;Banglore;5;10844
8711;1;Delhi;Cochin;Cochin;5;12898
8712;1;Banglore;Delhi;Delhi;4;3943
8713;1;Delhi;Cochin;Cochin;7;7198
8714;1;Kolkata;Banglore;Banglore;9;4963
8715;1;Banglore;New Delhi;New Delhi;4;12649
8716;1;Delhi;Cochin;Cochin;7;17267
8717;1;Delhi;Cochin;Cochin;5;12373
8718;1;Banglore;New Delhi;New Delhi;5;13502
8719;1;Delhi;Cochin;Cochin;7;11622
8720;1;Kolkata;Banglore;Banglore;9;5515
8721;1;Kolkata;Banglore;Banglore;5;9314
8722;1;Delhi;Cochin;Cochin;7;11789
8723;1;Banglore;Delhi;Delhi;4;4823
8724;1;Delhi;Cochin;Cochin;2;10467
8725;1;Delhi;Cochin;Cochin;7;7408
8726;1;Delhi;Cochin;Cochin;2;7480
8727;1;Kolkata;Banglore;Banglore;9;3841
8728;1;Chennai;Kolkata;Kolkata;9;3543
8729;1;Delhi;Cochin;Cochin;2;10493
8730;1;Delhi;Cochin;Cochin;7;9103
8731;1;Kolkata;Banglore;Banglore;5;10844
8732;1;Banglore;Delhi;Delhi;4;4823
8733;1;Banglore;New Delhi;New Delhi;1;4482
8734;1;Kolkata;Banglore;Banglore;5;8529
8735;1;Delhi;Cochin;Cochin;2;7931
8736;1;Kolkata;Banglore;Banglore;5;9663
8737;1;Delhi;Cochin;Cochin;5;10368
8738;1;Kolkata;Banglore;Banglore;2;10151
8739;1;Chennai;Kolkata;Kolkata;9;3543
8740;1;Delhi;Cochin;Cochin;7;7530
8741;1;Delhi;Cochin;Cochin;7;6805
8742;1;Banglore;Delhi;Delhi;3;3419
8743;1;Banglore;Delhi;Delhi;1;7120
8744;1;Kolkata;Banglore;Banglore;5;14151
8745;1;Mumbai;Hyderabad;Hyderabad;2;3100
8746;1;Kolkata;Banglore;Banglore;5;12121
8747;1;Mumbai;Hyderabad;Hyderabad;9;2017
8748;1;Mumbai;Hyderabad;Hyderabad;9;2647
8749;1;Delhi;Cochin;Cochin;4;6147
8750;1;Delhi;Cochin;Cochin;5;14237
8751;1;Kolkata;Banglore;Banglore;5;13044
8752;1;Delhi;Cochin;Cochin;5;15554
8753;1;Banglore;Delhi;Delhi;9;4423
8754;1;Delhi;Cochin;Cochin;2;8372
8755;1;Kolkata;Banglore;Banglore;5;10844
8756;1;Kolkata;Banglore;Banglore;11;9555
8757;1;Delhi;Cochin;Cochin;2;8839
8758;1;Kolkata;Banglore;Banglore;2;10151
8759;1;Kolkata;Banglore;Banglore;2;11432
8760;1;Banglore;Delhi;Delhi;9;4319
8761;1;Kolkata;Banglore;Banglore;2;9626
8762;1;Kolkata;Banglore;Banglore;2;10623
8763;1;Delhi;Cochin;Cochin;5;9564
8764;1;Kolkata;Banglore;Banglore;5;14781
8765;1;Banglore;Delhi;Delhi;5;7229
8766;1;Delhi;Cochin;Cochin;4;5684
8767;1;Kolkata;Banglore;Banglore;5;14388
8768;1;Banglore;Delhi;Delhi;9;5515
8769;1;Kolkata;Banglore;Banglore;5;12692
8770;1;Kolkata;Banglore;Banglore;5;9314
8771;1;Kolkata;Banglore;Banglore;9;3873
8772;1;Kolkata;Banglore;Banglore;9;4807
8773;1;Delhi;Cochin;Cochin;7;14848
8774;1;Delhi;Cochin;Cochin;4;6171
8775;1;Mumbai;Hyderabad;Hyderabad;9;1965
8776;1;Kolkata;Banglore;Banglore;5;10539
8777;1;Banglore;Delhi;Delhi;1;4483
8778;1;Delhi;Cochin;Cochin;7;8371
8779;1;Delhi;Cochin;Cochin;5;15764
8780;1;Kolkata;Banglore;Banglore;5;10844
8781;1;Kolkata;Banglore;Banglore;2;11642
8782;1;Banglore;Delhi;Delhi;4;4423
8783;1;Banglore;Delhi;Delhi;11;4878
8784;1;Mumbai;Hyderabad;Hyderabad;9;2227
8785;1;Kolkata;Banglore;Banglore;5;10844
8786;1;Kolkata;Banglore;Banglore;1;4107
8787;1;Kolkata;Banglore;Banglore;11;11262
8788;1;Delhi;Cochin;Cochin;5;10262
8789;1;Banglore;Delhi;Delhi;5;4544
8790;1;Banglore;Delhi;Delhi;5;6144
8791;1;Banglore;New Delhi;New Delhi;3;5706
8792;1;Banglore;New Delhi;New Delhi;5;5853
8793;1;Kolkata;Banglore;Banglore;5;10118
8794;1;Kolkata;Banglore;Banglore;2;14687
8795;1;Delhi;Cochin;Cochin;7;9254
8796;1;Delhi;Cochin;Cochin;5;10368
8797;1;Kolkata;Banglore;Banglore;5;14571
8798;1;Banglore;Delhi;Delhi;5;7229
8799;1;Delhi;Cochin;Cochin;4;6093
8800;1;Delhi;Cochin;Cochin;7;16023
8801;1;Chennai;Kolkata;Kolkata;4;3597
8802;1;Kolkata;Banglore;Banglore;5;8824
8803;1;Delhi;Cochin;Cochin;4;7060
8804;1;Kolkata;Banglore;Banglore;5;14231
8805;1;Banglore;Delhi;Delhi;5;4544
8806;1;Delhi;Cochin;Cochin;5;16289
8807;1;Kolkata;Banglore;Banglore;4;6565
8808;1;Chennai;Kolkata;Kolkata;4;3597
8809;1;Delhi;Cochin;Cochin;2;7480
8810;1;Kolkata;Banglore;Banglore;11;9922
8811;1;Banglore;Delhi;Delhi;5;7229
8812;1;Delhi;Cochin;Cochin;5;14300
8813;1;Delhi;Cochin;Cochin;5;12242
8814;1;Delhi;Cochin;Cochin;7;10678
8815;1;Delhi;Cochin;Cochin;7;9450
8816;1;Kolkata;Banglore;Banglore;4;4174
8817;1;Banglore;Delhi;Delhi;5;4544
8818;1;Kolkata;Banglore;Banglore;4;5386
8819;1;Delhi;Cochin;Cochin;5;15129
8820;1;Delhi;Cochin;Cochin;4;6412
8821;1;Delhi;Cochin;Cochin;5;15339
8822;1;Banglore;New Delhi;New Delhi;5;7229
8823;1;Banglore;Delhi;Delhi;11;4878
8824;1;Kolkata;Banglore;Banglore;1;3807
8825;1;Delhi;Cochin;Cochin;5;12373
8826;1;Kolkata;Banglore;Banglore;5;14571
8827;1;Delhi;Cochin;Cochin;5;10262
8828;1;Delhi;Cochin;Cochin;5;10577
8829;1;Mumbai;Hyderabad;Hyderabad;11;12395
8830;1;Kolkata;Banglore;Banglore;9;3841
8831;1;Delhi;Cochin;Cochin;1;8759
8832;1;Delhi;Cochin;Cochin;4;7738
8833;1;Delhi;Cochin;Cochin;4;7503
8834;1;Delhi;Cochin;Cochin;4;5883
8835;1;Kolkata;Banglore;Banglore;5;12692
8836;1;Banglore;Delhi;Delhi;4;4823
8837;1;Mumbai;Hyderabad;Hyderabad;9;2017
8838;1;Delhi;Cochin;Cochin;2;8603
8839;1;Banglore;Delhi;Delhi;5;5769
8840;1;Kolkata;Banglore;Banglore;5;12681
8841;1;Banglore;Delhi;Delhi;9;3625
8842;1;Delhi;Cochin;Cochin;4;8854
8843;1;Mumbai;Hyderabad;Hyderabad;4;2754
8844;1;Delhi;Cochin;Cochin;2;8372
8845;1;Delhi;Cochin;Cochin;5;10262
8846;1;Chennai;Kolkata;Kolkata;2;10810
8847;1;Chennai;Kolkata;Kolkata;4;3540
8848;1;Banglore;Delhi;Delhi;5;8016
8849;1;Banglore;New Delhi;New Delhi;4;6860
8850;1;Delhi;Cochin;Cochin;1;6451
8851;1;Kolkata;Banglore;Banglore;5;13067
8852;1;Kolkata;Banglore;Banglore;5;11467
8853;1;Kolkata;Banglore;Banglore;2;10203
8854;1;Kolkata;Banglore;Banglore;1;4082
8855;1;Delhi;Cochin;Cochin;2;13276
8856;1;Banglore;New Delhi;New Delhi;5;23001
8857;1;Kolkata;Banglore;Banglore;5;10844
8858;1;Banglore;Delhi;Delhi;4;4990
8859;1;Banglore;New Delhi;New Delhi;5;10037
8860;1;Kolkata;Banglore;Banglore;5;14388
8861;1;Banglore;New Delhi;New Delhi;4;7303
8862;1;Delhi;Cochin;Cochin;2;12287
8863;1;Kolkata;Banglore;Banglore;5;10844
8864;1;Mumbai;Hyderabad;Hyderabad;5;4995
8865;1;Delhi;Cochin;Cochin;7;9794
8866;1;Kolkata;Banglore;Banglore;4;4226
8867;1;Delhi;Cochin;Cochin;4;7318
8868;1;Kolkata;Banglore;Banglore;5;8529
8869;1;Kolkata;Banglore;Banglore;2;9416
8870;1;Delhi;Cochin;Cochin;5;11507
8871;1;Kolkata;Banglore;Banglore;2;9920
8872;1;Delhi;Cochin;Cochin;7;7038
8873;1;Delhi;Cochin;Cochin;3;4959
8874;1;Mumbai;Hyderabad;Hyderabad;5;5678
8875;1;Banglore;Delhi;Delhi;5;7229
8876;1;Kolkata;Banglore;Banglore;5;7064
8877;1;Banglore;Delhi;Delhi;4;4823
8878;1;Kolkata;Banglore;Banglore;5;14571
8879;1;Kolkata;Banglore;Banglore;4;4148
8880;1;Kolkata;Banglore;Banglore;2;13873
8881;1;Delhi;Cochin;Cochin;5;10262
8882;1;Delhi;Cochin;Cochin;5;15129
8883;1;Delhi;Cochin;Cochin;7;6645
8884;1;Kolkata;Banglore;Banglore;4;4804
8885;1;Banglore;New Delhi;New Delhi;4;5746
8886;1;Delhi;Cochin;Cochin;3;5199
8887;1;Chennai;Kolkata;Kolkata;4;4332
8888;1;Delhi;Cochin;Cochin;4;6416
8889;1;Banglore;New Delhi;New Delhi;2;12935
8890;1;Banglore;New Delhi;New Delhi;5;7832
8891;1;Kolkata;Banglore;Banglore;5;8586
8892;1;Banglore;Delhi;Delhi;5;5769
8893;1;Mumbai;Hyderabad;Hyderabad;5;8040
8894;1;Delhi;Cochin;Cochin;11;12411
8895;1;Kolkata;Banglore;Banglore;2;8366
8896;1;Delhi;Cochin;Cochin;7;7354
8897;1;Banglore;New Delhi;New Delhi;2;13576
8898;1;Delhi;Cochin;Cochin;7;11622
8899;1;Kolkata;Banglore;Banglore;2;12723
8900;1;Kolkata;Banglore;Banglore;5;13759
8901;1;Delhi;Cochin;Cochin;4;6412
8902;1;Delhi;Cochin;Cochin;4;6494
8903;1;Mumbai;Hyderabad;Hyderabad;5;5678
8904;1;Kolkata;Banglore;Banglore;2;8891
